,Latitude,Longitude,MedInc
5866,34.19,-118.35,4.0313
5867,34.19,-118.36,5.1814
5868,34.18,-118.35,4.282
5869,34.18,-118.35,3.3056
5870,34.17,-118.35,3.5583
5871,34.17,-118.35,2.0385
5872,34.17,-118.35,4.4408
5873,34.17,-118.36,4.0742
5874,34.18,-118.34,3.875
5875,34.18,-118.34,3.8668
5876,34.17,-118.34,4.1161
5877,34.16,-118.35,3.2015
5878,34.16,-118.35,4.2212
5879,34.16,-118.35,5.636
5880,34.17,-118.33,2.4730000000000003
5881,34.16,-118.33,3.7941
5882,34.17,-118.34,3.2125
5883,34.17,-118.34,4.875
5884,34.16,-118.34,3.6111
5885,34.16,-118.34,3.692
5886,34.16,-118.33,3.4286
5887,34.15,-118.33,2.3667
5888,34.15,-118.33,4.2679
5889,34.15,-118.34,3.5637
5890,34.15,-118.34,4.0893
5891,34.16,-118.34,3.6486
5892,34.17,-118.32,4.0648
5893,34.16,-118.31,3.2112
5894,34.16,-118.32,6.2547
5895,34.17,-118.32,2.9306
5896,34.16,-118.33,3.4016
5897,34.16,-118.32,4.3173
5898,34.17,-118.3,3.1551
5899,34.16,-118.31,3.9464
5900,34.17,-118.31,3.1823
5901,34.17,-118.31,2.4074
5902,34.3,-118.43,4.0223
5903,34.3,-118.43,3.6023
5904,34.29,-118.43,3.1212
5905,34.29,-118.42,3.4821
5906,34.3,-118.43,1.7062
5907,34.29,-118.44,4.6864
5908,34.29,-118.43,2.865
5909,34.29,-118.43,3.6726
5910,34.29,-118.43,3.2095
5911,34.28,-118.43,2.3724
5912,34.29,-118.44,2.0286
5913,34.29,-118.44,3.1588
5914,34.29,-118.45,2.3375
5915,34.28,-118.44,1.7708
5916,34.28,-118.44,2.875
5917,34.28,-118.44,1.9688
5918,34.28,-118.44,3.3687
5919,34.28,-118.44,2.5147
5920,34.28,-118.45,2.7155
5921,34.15,-117.71,7.9068
5922,34.12,-117.73,6.1731
5923,34.13,-117.78,5.8819
5924,34.13,-117.76,7.4837
5925,34.15,-117.8,5.5423
5926,34.11,-117.8,4.7969
5927,34.1,-117.8,3.5603
5928,34.1,-117.8,6.2456
5929,34.12,-117.79,4.8125
5930,34.11,-117.79,4.4722
5931,34.14,-117.83,6.5253
5932,34.15,-117.83,8.0683
5933,34.13,-117.82,6.1321
5934,34.13,-117.84,4.6937
5935,34.15,-117.87,8.2827
5936,34.15,-117.93,4.0393
5937,34.15,-117.9,3.3942
5938,34.14,-117.9,3.8365
5939,34.14,-117.9,3.3043
5940,34.14,-117.91,2.2442
5941,34.14,-117.89,3.3654
5942,34.14,-117.88,7.5112
5943,34.14,-117.88,3.875
5944,34.13,-117.88,4.0023
5945,34.14,-117.85,6.1049
5946,34.14,-117.85,4.9091
5947,34.14,-117.86,6.2089
5948,34.15,-117.87,5.4224
5949,34.14,-117.86,3.1905
5950,34.14,-117.87,2.9375
5951,34.13,-117.85,4.3145
5952,34.12,-117.85,3.0448
5953,34.13,-117.86,4.636
5954,34.13,-117.86,2.588
5955,34.13,-117.86,3.4107
5956,34.13,-117.87,3.4219
5957,34.13,-117.87,3.12
5958,34.12,-117.82,5.27
5959,34.12,-117.84,4.8304
5960,34.11,-117.83,4.9844
5961,34.11,-117.84,4.8894
5962,34.12,-117.84,4.392
5963,34.11,-117.85,4.5708
5964,34.08,-117.81,7.7876
5965,34.12,-117.81,4.8229
5966,34.11,-117.81,3.6201
5967,34.1,-117.81,3.8929
5968,34.1,-117.83,4.075
5969,34.1,-117.76,2.6210000000000004
5970,34.09,-117.78,3.7177
5971,34.1,-117.79,3.5192
5972,34.12,-117.76,4.2415
5973,34.12,-117.77,4.4609
5974,34.11,-117.76,3.9825
5975,34.1,-117.77,2.8818
5976,34.11,-117.77,3.75
5977,34.11,-117.78,3.0735
5978,34.11,-117.74,5.3637
5979,34.12,-117.75,4.3148
5980,34.1,-117.74,2.6779
5981,34.1,-117.74,3.5072
5982,34.1,-117.75,3.2756
5983,34.12,-117.71,5.6785
5984,34.12,-117.73,6.2089
5985,34.1,-117.71,2.2813
5986,34.1,-117.71,1.875
5987,34.1,-117.72,3.1477
5988,34.1,-117.72,2.4952
5989,34.1,-117.72,5.5
5990,34.1,-117.73,5.8891
5991,34.09,-117.71,4.1739
5992,34.08,-117.71,4.2639
5993,34.09,-117.72,3.2566
5994,34.09,-117.72,3.7958
5995,34.09,-117.73,2.4375
5996,34.09,-117.73,3.5313
5997,34.08,-117.73,2.9063
5998,34.09,-117.74,3.4871
5999,34.08,-117.75,3.6359
6000,34.08,-117.75,4.0368
6001,34.09,-117.75,4.2143
6002,34.08,-117.76,2.9388
6003,34.08,-117.77,6.0434
6004,34.07,-117.77,2.8661
6005,34.07,-117.77,3.0638
6006,34.07,-117.75,2.63
6007,34.07,-117.76,2.3156
6008,34.07,-117.76,2.8594
6009,34.06,-117.76,1.9937
6010,34.06,-117.76,1.9583
6011,34.06,-117.77,1.9766
6012,34.07,-117.78,3.9784
6013,34.06,-117.78,2.2258
6014,34.07,-117.79,3.7583
6015,34.07,-117.79,3.7933
6016,34.06,-117.78,2.4464
6017,34.05,-117.78,3.9224
6018,34.05,-117.8,4.1118
6019,34.06,-117.8,3.6298
6020,34.05,-117.82,3.1641
6021,34.06,-117.76,2.227
6022,34.05,-117.76,1.9029
6023,34.05,-117.75,1.6645
6024,34.05,-117.76,2.3859
6025,34.08,-117.74,3.4398
6026,34.07,-117.74,3.0294
6027,34.06,-117.74,2.8983
6028,34.07,-117.74,4.2415
6029,34.07,-117.75,5.2269
6030,34.07,-117.75,1.6006
6031,34.08,-117.72,3.2481
6032,34.07,-117.72,3.7321
6033,34.08,-117.73,3.8438
6034,34.07,-117.73,4.1339
6035,34.06,-117.72,1.9643
6036,34.06,-117.73,3.1786
6037,34.06,-117.73,1.4063
6038,34.07,-117.73,2.3406
6039,34.07,-117.73,2.2596
6040,34.05,-117.73,2.8929
6041,34.05,-117.73,2.0734
6042,34.05,-117.74,2.625
6043,34.05,-117.74,2.1354
6044,34.05,-117.74,2.1141
6045,34.05,-117.75,1.9718
6046,34.04,-117.73,3.15
6047,34.03,-117.73,3.0375
6048,34.02,-117.74,3.7454
6049,34.04,-117.74,3.0429
6050,34.03,-117.74,3.4609
6051,34.04,-117.75,3.125
6052,34.04,-117.76,2.8347
6053,34.04,-117.76,3.4464
6054,34.0,-117.85,5.6513
6055,33.99,-117.86,6.3875
6056,34.03,-117.8,6.2384
6057,34.03,-117.78,6.0191
6058,34.01,-117.83,5.0111
6059,34.02,-117.8,5.0869
6060,34.01,-117.81,4.9589
6061,34.02,-117.79,6.4266
6062,34.0,-117.84,6.8758
6063,33.99,-117.83,6.2734
6064,33.98,-117.84,6.1076
6065,33.97,-117.83,7.0329
6066,34.04,-117.87,6.6288
6067,34.02,-117.86,5.9716
6068,34.01,-117.86,5.1762
6069,34.02,-117.87,6.4333
6070,34.04,-117.84,6.9754
6071,34.06,-117.85,7.5286
6072,34.08,-117.85,8.105
6073,34.07,-117.85,11.1077
6074,34.08,-117.86,7.5196
6075,34.08,-117.87,5.6015
6076,34.07,-117.87,3.8167
6077,34.1,-117.85,4.51
6078,34.09,-117.86,5.5496
6079,34.09,-117.85,6.4667
6080,34.09,-117.86,6.1498
6081,34.1,-117.87,3.775
6082,34.09,-117.87,3.6484
6083,34.1,-117.88,4.2685
6084,34.09,-117.89,5.5629
6085,34.09,-117.87,5.2405
6086,34.08,-117.87,3.2469
6087,34.09,-117.88,3.5109
6088,34.1,-117.86,3.5977
6089,34.1,-117.86,5.0832
6090,34.1,-117.87,3.875
6091,34.1,-117.84,3.8465
6092,34.11,-117.85,3.1133
6093,34.12,-117.87,4.2454
6094,34.12,-117.88,5.1708
6095,34.12,-117.88,4.0417
6096,34.12,-117.87,3.8571
6097,34.11,-117.87,4.6556
6098,34.11,-117.87,4.5234
6099,34.11,-117.88,4.1411
6100,34.12,-117.89,4.9239
6101,34.12,-117.88,4.0938
6102,34.11,-117.89,4.5221
6103,34.11,-117.88,3.2383
6104,34.12,-117.89,3.9934
6105,34.12,-117.89,4.05
6106,34.11,-117.89,3.6875
6107,34.11,-117.9,4.2019
6108,34.13,-117.88,2.8547
6109,34.12,-117.88,4.1836
6110,34.13,-117.89,4.1995
6111,34.13,-117.9,2.6619
6112,34.13,-117.9,2.6292
6113,34.13,-117.9,1.5
6114,34.13,-117.9,3.1597
6115,34.12,-117.9,2.6629
6116,34.12,-117.9,4.0529
6117,34.12,-117.9,3.3322
6118,34.13,-117.91,2.2132
6119,34.13,-117.92,2.8643
6120,34.12,-117.91,3.7846
6121,34.12,-117.91,4.1944
6122,34.12,-117.92,2.9459
6123,34.12,-117.93,3.5385
6124,34.11,-117.9,2.1667
6125,34.11,-117.91,3.525
6126,34.11,-117.92,3.2202
6127,34.1,-117.94,3.3625
6128,34.11,-117.97,3.0417
6129,34.08,-117.99,3.5625
6130,34.07,-117.99,3.4327
6131,34.07,-117.98,3.0184
6132,34.07,-117.98,2.9107
6133,34.06,-117.99,2.564
6134,34.07,-118.0,2.25
6135,34.07,-117.99,2.4911
6136,34.08,-117.99,2.8906
6137,34.08,-117.97,3.0806
6138,34.08,-117.97,3.3261
6139,34.07,-117.96,3.7736
6140,34.07,-117.97,3.2
6141,34.07,-117.97,2.7802
6142,34.08,-117.98,3.4784
6143,34.1,-117.98,3.7727
6144,34.09,-117.98,3.5
6145,34.09,-117.97,4.1304
6146,34.11,-117.95,3.1034
6147,34.1,-117.96,3.2957
6148,34.1,-117.97,2.9712
6149,34.1,-117.97,4.0
6150,34.09,-117.96,3.4427
6151,34.09,-117.96,3.1621
6152,34.1,-117.96,3.2266
6153,34.09,-117.97,3.4032
6154,34.09,-117.95,2.8375
6155,34.08,-117.95,3.125
6156,34.09,-117.95,2.8510000000000004
6157,34.08,-117.96,2.2679
6158,34.08,-117.96,3.1912
6159,34.08,-117.96,3.9741
6160,34.09,-117.94,2.1062
6161,34.08,-117.94,4.4653
6162,34.08,-117.94,4.064
6163,34.08,-117.94,4.87
6164,34.08,-117.95,3.2969
6165,34.07,-117.95,4.1172
6166,34.09,-117.93,3.9861
6167,34.09,-117.93,4.2062
6168,34.09,-117.93,4.0167
6169,34.09,-117.93,4.4625
6170,34.08,-117.92,3.8705
6171,34.08,-117.92,4.1312
6172,34.07,-117.93,3.3977
6173,34.08,-117.93,4.5078
6174,34.08,-117.93,3.9583
6175,34.08,-117.93,4.3947
6176,34.08,-117.93,4.125
6177,34.08,-117.91,3.6625
6178,34.08,-117.91,3.5795
6179,34.08,-117.92,4.2986
6180,34.08,-117.92,3.5536
6181,34.08,-117.92,5.7039
6182,34.1,-117.91,3.2813
6183,34.09,-117.91,3.0441
6184,34.09,-117.92,5.0123
6185,34.1,-117.92,4.375
6186,34.1,-117.9,3.7083
6187,34.1,-117.91,4.25
6188,34.1,-117.92,4.0052
6189,34.1,-117.89,2.9437
6190,34.1,-117.89,3.8304
6191,34.1,-117.89,3.125
6192,34.1,-117.9,4.5655
6193,34.09,-117.9,4.125
6194,34.08,-117.9,5.212000000000001
6195,34.09,-117.89,2.4167
6196,34.09,-117.89,2.3971
6197,34.09,-117.89,3.4453
6198,34.09,-117.9,4.3409
6199,34.08,-117.88,2.7763
6200,34.08,-117.89,3.5
6201,34.08,-117.89,3.1949
6202,34.07,-117.89,3.8837
6203,34.08,-117.9,3.2943
6204,34.06,-117.87,10.1248
6205,34.06,-117.88,5.9254
6206,34.06,-117.9,7.5
6207,34.06,-117.9,5.4469
6208,34.06,-117.9,5.6406
6209,34.07,-117.89,3.9808
6210,34.07,-117.9,3.055
6211,34.07,-117.89,4.5179
6212,34.06,-117.9,5.3664
6213,34.07,-117.9,5.8519
6214,34.07,-117.91,5.0897
6215,34.07,-117.91,4.5594
6216,34.06,-117.92,3.5547
6217,34.07,-117.92,4.7708
6218,34.07,-117.92,3.2122
6219,34.06,-117.91,5.112
6220,34.05,-117.91,5.0758
6221,34.06,-117.92,5.184
6222,34.06,-117.93,5.4635
6223,34.06,-117.93,3.9375
6224,34.05,-117.93,4.1731
6225,34.05,-117.93,4.2926
6226,34.07,-117.92,9.7066
6227,34.06,-117.93,3.4596
6228,34.05,-117.95,5.8722
6229,34.06,-117.94,4.0333
6230,34.06,-117.94,3.6648
6231,34.07,-117.93,5.3559
6232,34.07,-117.94,3.3523
6233,34.07,-117.95,3.2083
6234,34.06,-117.95,4.6312
6235,34.07,-117.96,4.6118
6236,34.06,-117.96,4.4102
6237,34.06,-117.96,2.067
6238,34.05,-117.97,3.6563
6239,34.06,-117.97,4.0469
6240,34.06,-117.98,4.5417
6241,34.06,-117.97,3.2413
6242,34.06,-117.98,4.0274
6243,34.05,-117.98,3.7454
6244,34.05,-117.99,3.7917
6245,34.05,-117.97,2.8438
6246,34.05,-117.97,3.1667
6247,34.05,-117.97,3.5179
6248,34.05,-117.97,2.8333
6249,34.05,-117.98,4.1429
6250,34.04,-117.98,3.4722
6251,34.04,-117.97,4.119
6252,34.04,-117.97,2.5192
6253,34.03,-117.96,3.4115
6254,34.03,-117.96,3.9803
6255,34.03,-117.95,3.7578
6256,34.03,-117.95,2.7361
6257,34.05,-117.96,4.6364
6258,34.05,-117.96,3.0904
6259,34.05,-117.95,4.375
6260,34.04,-117.95,4.7679
6261,34.04,-117.96,3.1591
6262,34.04,-117.96,4.7955
6263,34.04,-117.96,4.025
6264,34.05,-117.96,3.7258
6265,34.05,-117.94,3.7708
6266,34.04,-117.94,3.5592
6267,34.04,-117.94,3.8409
6268,34.05,-117.94,3.3409
6269,34.05,-117.95,3.494
6270,34.04,-117.94,3.8864
6271,34.04,-117.95,2.274
6272,34.03,-117.94,3.83
6273,34.03,-117.94,4.0521
6274,34.03,-117.95,3.3389
6275,34.01,-117.93,2.1863
6276,34.01,-117.93,4.2266
6277,34.02,-117.94,3.871
6278,34.02,-117.95,3.875
6279,34.02,-117.95,4.2578
6280,34.03,-117.92,4.1118
6281,34.03,-117.92,3.975
6282,34.03,-117.92,3.9219
6283,34.03,-117.93,3.8581
6284,34.03,-117.93,4.7917
6285,34.04,-117.93,4.9342
6286,34.04,-117.93,4.8854
6287,34.04,-117.9,4.5554
6288,34.05,-117.9,7.6286
6289,34.04,-117.91,4.6324
6290,34.05,-117.92,4.6587
6291,34.01,-117.88,4.7589
6292,34.0,-117.88,3.6308
6293,34.01,-117.89,3.6275
6294,34.01,-117.9,3.7917
6295,34.01,-117.9,3.9702
6296,34.02,-117.91,3.2799
6297,34.02,-117.9,5.0704
6298,34.02,-117.91,3.8201
6299,34.01,-117.92,3.375
6300,34.04,-117.98,3.75
6301,34.02,-117.96,2.375
6302,34.03,-117.98,2.625
6303,33.99,-117.9,3.443
6304,34.0,-117.92,3.8125
6305,34.0,-117.88,3.9375
6306,33.99,-117.89,4.0324
6307,33.99,-117.87,4.9271
6308,34.05,-118.01,3.8125
6309,34.04,-117.99,3.185
6310,34.04,-118.02,5.065
6311,34.03,-118.0,5.257000000000001
6312,34.02,-117.98,3.1979
6313,34.02,-117.98,4.4653
6314,34.01,-117.98,5.7057
6315,34.0,-117.99,6.6988
6316,34.02,-118.02,5.2405
6317,34.01,-117.97,3.7459
6318,34.01,-117.97,3.7083
6319,34.0,-117.97,3.8319
6320,33.99,-117.97,4.7332
6321,34.0,-117.98,6.019
6322,33.99,-117.98,7.0778
6323,33.98,-117.98,6.2217
6324,33.98,-117.99,6.9695
6325,34.0,-117.95,4.1328
6326,34.0,-117.96,4.4038
6327,34.0,-117.96,4.5163
6328,33.98,-117.92,6.1552
6329,33.98,-117.95,5.6716
6330,33.99,-117.94,4.9932
6331,33.99,-117.95,5.0142
6332,33.99,-117.95,6.7978
6333,33.99,-117.95,6.8492
6334,33.99,-117.96,5.2852
6335,33.99,-117.96,6.2517
6336,33.99,-117.97,5.7268
6337,33.98,-117.96,5.7407
6338,33.96,-117.88,5.5469
6339,33.98,-117.89,2.5125
6340,33.98,-117.9,3.253
6341,33.97,-117.9,5.4155
6342,34.06,-117.75,1.9762
6343,34.06,-117.75,0.4999
6344,34.06,-117.74,1.4722
6345,34.05,-117.75,1.7206
6346,34.05,-117.75,2.1908
6347,34.06,-117.75,2.0156
6348,34.06,-117.75,1.625
6349,34.15,-117.94,4.4821
6350,34.16,-117.95,6.2654
6351,34.14,-117.94,5.4110000000000005
6352,34.14,-117.95,4.5594
6353,34.14,-117.95,3.0380000000000003
6354,34.14,-117.96,2.5275
6355,34.14,-117.96,3.766
6356,34.14,-117.96,3.9464
6357,34.14,-117.97,2.6014
6358,34.14,-117.97,3.1094
6359,34.13,-117.97,3.4375
6360,34.14,-117.98,3.0417
6361,34.13,-117.97,3.4777
6362,34.13,-117.98,4.0083
6363,34.13,-117.98,3.6806
6364,34.15,-117.97,6.4576
6365,34.17,-117.97,4.9968
6366,34.16,-118.0,6.101
6367,34.16,-118.01,5.532
6368,34.18,-117.99,6.5254
6369,34.16,-117.99,4.2407
6370,34.16,-118.0,4.8059
6371,34.15,-118.0,4.275
6372,34.15,-118.01,3.9125
6373,34.15,-118.02,3.875
6374,34.17,-118.02,9.4667
6375,34.16,-118.03,6.6888
6376,34.15,-118.03,4.1797
6377,34.15,-118.02,3.6
6378,34.17,-118.06,7.2419
6379,34.17,-118.05,5.0482
6380,34.17,-118.04,4.0385
6381,34.18,-118.04,5.2865
6382,34.16,-118.04,5.9582
6383,34.16,-118.05,4.5625
6384,34.16,-118.05,3.5694
6385,34.16,-118.06,3.6705
6386,34.16,-118.06,4.8214
6387,34.16,-118.07,4.125
6388,34.16,-118.03,7.1615
6389,34.16,-118.03,9.8098
6390,34.15,-118.05,8.2004
6391,34.15,-118.06,15.0001
6392,34.14,-118.05,8.9728
6393,34.13,-118.06,3.6341
6394,34.14,-118.06,7.0315
6395,34.14,-118.06,8.4889
6396,34.14,-118.03,4.7308
6397,34.13,-118.04,4.645
6398,34.15,-118.04,3.3621
6399,34.13,-118.04,15.0001
6400,34.13,-118.05,3.735
6401,34.13,-118.06,3.292
6402,34.14,-118.02,2.6316
6403,34.13,-118.02,3.9464
6404,34.14,-118.03,3.0727
6405,34.13,-118.01,4.7159
6406,34.13,-118.02,5.2329
6407,34.13,-118.02,7.7307
6408,34.13,-118.03,4.9583
6409,34.12,-118.02,6.1536
6410,34.11,-118.02,3.8029
6411,34.12,-118.02,5.4555
6412,34.12,-118.02,6.5784
6413,34.11,-118.03,6.5722
6414,34.14,-118.01,2.8352
6415,34.14,-118.01,3.52
6416,34.14,-118.02,3.5878
6417,34.15,-117.99,3.1304
6418,34.15,-118.0,2.5417
6419,34.15,-118.01,3.2377
6420,34.14,-117.98,3.6336
6421,34.14,-117.99,2.5625
6422,34.13,-118.0,3.2841
6423,34.14,-118.0,1.0548
6424,34.14,-118.0,3.2723
6425,34.13,-118.0,3.5481
6426,34.13,-117.99,2.9605
6427,34.12,-117.99,3.2857
6428,34.12,-117.99,2.5395
6429,34.12,-118.0,3.9219
6430,34.12,-118.0,4.625
6431,34.13,-118.01,4.0729
6432,34.12,-118.01,4.5491
6433,34.12,-118.01,3.94
6434,34.11,-118.01,2.5114
6435,34.11,-118.01,3.5625
6436,34.11,-118.01,4.2132
6437,34.1,-118.02,4.7330000000000005
6438,34.1,-118.02,1.9688
6439,34.11,-118.02,4.625
6440,34.1,-118.03,4.4236
6441,34.1,-118.03,2.7857
6442,34.1,-118.03,3.94
6443,34.1,-118.03,2.9422
6444,34.11,-118.03,5.9175
6445,34.11,-118.04,5.0
6446,34.11,-118.04,7.1885
6447,34.11,-118.05,5.1509
6448,34.13,-118.04,6.0878
6449,34.12,-118.04,5.2249
6450,34.12,-118.04,6.5989
6451,34.12,-118.04,5.6916
6452,34.12,-118.05,3.55
6453,34.12,-118.06,3.6639
6454,34.12,-118.06,4.5667
6455,34.12,-118.06,4.1875
6456,34.11,-118.05,3.2596
6457,34.11,-118.06,2.7656
6458,34.11,-118.06,3.0854
6459,34.1,-118.04,4.8017
6460,34.1,-118.05,4.7931
6461,34.1,-118.06,3.8646
6462,34.1,-118.06,4.3523
6463,34.1,-118.06,3.5761
6464,34.1,-118.06,3.6995
6465,34.1,-118.04,4.1488
6466,34.09,-118.04,4.6211
6467,34.1,-118.05,4.2321
6468,34.1,-118.05,4.0179
6469,34.09,-118.06,4.0625
6470,34.1,-118.06,4.8594
6471,34.09,-118.06,3.244
6472,34.09,-118.06,4.2898
6473,34.09,-118.07,2.5474
6474,34.09,-118.07,4.0987
6475,34.09,-118.08,2.9196
6476,34.09,-118.08,3.7222
6477,34.09,-118.08,3.7066
6478,34.09,-118.04,3.8304
6479,34.08,-118.04,4.037
6480,34.09,-118.04,2.8333
6481,34.09,-118.05,3.5268
6482,34.09,-118.02,3.4286
6483,34.08,-118.02,3.6944
6484,34.09,-118.02,2.6917
6485,34.09,-118.03,2.8029
6486,34.08,-118.03,2.4464
6487,34.1,-118.0,3.4005
6488,34.09,-118.01,3.6094
6489,34.1,-118.01,3.8085
6490,34.1,-118.01,3.4609
6491,34.08,-118.0,3.994
6492,34.08,-118.01,3.6531
6493,34.08,-118.02,2.6071
6494,34.08,-118.01,4.275
6495,34.09,-118.01,3.1944
6496,34.08,-118.0,4.6467
6497,34.08,-118.02,2.3333
6498,34.08,-118.03,3.25
6499,34.08,-118.03,2.9688
6500,34.07,-118.04,2.3611
6501,34.08,-118.05,2.0433
6502,34.08,-118.05,2.7254
6503,34.08,-118.05,2.4914
6504,34.08,-118.06,2.5119
6505,34.08,-118.06,3.4202
6506,34.08,-118.06,3.2569
6507,34.08,-118.07,3.2312
6508,34.07,-118.07,3.125
6509,34.08,-118.07,2.806
6510,34.07,-118.05,3.2373
6511,34.07,-118.06,2.3929
6512,34.07,-118.03,3.1042
6513,34.06,-118.03,2.1453
6514,34.07,-118.04,3.8125
6515,34.07,-118.04,2.3098
6516,34.07,-118.01,2.9334
6517,34.06,-118.01,2.7721
6518,34.07,-118.01,2.2559
6519,34.07,-118.02,2.3236
6520,34.06,-118.03,2.4706
6521,34.06,-118.03,2.1094
6522,34.06,-118.03,2.4875
6523,34.06,-118.04,2.1383
6524,34.06,-118.04,3.1875
6525,34.06,-118.04,3.2132
6526,34.06,-118.05,2.1781
6527,34.06,-118.05,2.1406
6528,34.06,-118.05,3.023
6529,34.06,-118.06,2.5763
6530,34.06,-118.06,1.9189
6531,34.07,-118.07,3.5156
6532,34.07,-118.08,3.29
6533,34.06,-118.07,2.5985
6534,34.05,-118.04,2.6579
6535,34.05,-118.05,3.7279
6536,34.04,-118.06,2.6288
6537,34.06,-118.03,2.5445
6538,34.05,-118.04,3.0536
6539,34.04,-118.04,3.0
6540,34.04,-118.04,3.5
6541,34.04,-118.05,4.2917
6542,34.03,-118.06,2.375
6543,34.06,-118.02,2.2577
6544,34.05,-118.02,2.5562
6545,34.05,-118.03,2.7955
6546,34.05,-118.03,3.5129
6547,34.05,-118.01,2.1602
6548,34.05,-118.02,2.3611
6549,34.05,-118.02,3.0625
6550,34.04,-118.02,2.8821
6551,34.18,-118.09,10.2289
6552,34.17,-118.07,7.8588
6553,34.17,-118.07,5.5418
6554,34.17,-118.07,5.7051
6555,34.18,-118.1,7.7108
6556,34.19,-118.11,9.532
6557,34.19,-118.12,8.7835
6558,34.2,-118.11,6.827000000000001
6559,34.2,-118.13,6.4288
6560,34.19,-118.13,4.7269
6561,34.21,-118.13,6.1824
6562,34.2,-118.13,5.6629
6563,34.2,-118.13,4.9312
6564,34.19,-118.13,2.92
6565,34.19,-118.14,4.73
6566,34.2,-118.14,5.0953
6567,34.2,-118.15,3.7932
6568,34.2,-118.15,4.1518
6569,34.2,-118.15,4.5
6570,34.21,-118.15,5.4727
6571,34.19,-118.15,3.2216
6572,34.19,-118.15,3.6094
6573,34.19,-118.16,4.25
6574,34.2,-118.16,3.8203
6575,34.22,-118.18,5.9845
6576,34.22,-118.19,9.8413
6577,34.22,-118.21,8.3695
6578,34.2,-118.18,8.72
6579,34.2,-118.19,7.419
6580,34.21,-118.19,6.553
6581,34.21,-118.2,7.8375
6582,34.21,-118.2,6.7571
6583,34.21,-118.21,4.7734
6584,34.23,-118.22,8.4802
6585,34.22,-118.21,9.2463
6586,34.22,-118.22,7.0059
6587,34.22,-118.23,5.9771
6588,34.2,-118.21,6.3794
6589,34.2,-118.2,6.987
6590,34.19,-118.18,15.0001
6591,34.19,-118.19,15.0001
6592,34.19,-118.2,15.0001
6593,34.17,-118.18,9.0702
6594,34.16,-118.18,9.4987
6595,34.18,-118.15,2.2328
6596,34.17,-118.15,2.0278
6597,34.18,-118.16,1.8932
6598,34.18,-118.16,2.4135
6599,34.17,-118.16,3.1741
6600,34.18,-118.17,2.8472
6601,34.18,-118.15,3.3125
6602,34.19,-118.16,2.2326
6603,34.19,-118.16,3.5887
6604,34.18,-118.17,4.375
6605,34.19,-118.17,4.0985
6606,34.19,-118.13,4.0714
6607,34.18,-118.14,3.5164
6608,34.19,-118.14,3.7222
6609,34.19,-118.15,2.3967
6610,34.18,-118.1,5.894
6611,34.18,-118.11,5.9009
6612,34.18,-118.12,6.3467
6613,34.18,-118.13,6.4223
6614,34.17,-118.1,4.7241
6615,34.17,-118.1,3.2813
6616,34.17,-118.11,4.99
6617,34.17,-118.11,3.1115
6618,34.18,-118.12,3.4777
6619,34.18,-118.13,5.8309
6620,34.17,-118.12,2.2692
6621,34.17,-118.12,3.7159
6622,34.17,-118.13,3.6094
6623,34.18,-118.14,3.9688
6624,34.17,-118.14,4.0524
6625,34.17,-118.14,2.7148
6626,34.18,-118.14,3.3068
6627,34.17,-118.14,2.3
6628,34.18,-118.15,2.3029
6629,34.16,-118.15,1.2891
6630,34.16,-118.15,2.2765
6631,34.16,-118.16,1.7321
6632,34.17,-118.16,3.5909
6633,34.16,-118.16,4.1518
6634,34.16,-118.16,6.07
6635,34.15,-118.16,6.6031
6636,34.15,-118.16,7.3715
6637,34.16,-118.14,2.575
6638,34.15,-118.14,1.5156
6639,34.15,-118.15,1.1667
6640,34.16,-118.15,1.6921
6641,34.15,-118.15,2.3654
6642,34.17,-118.14,2.3062
6643,34.16,-118.14,2.1377
6644,34.16,-118.15,1.6887
6645,34.17,-118.15,1.0846
6646,34.17,-118.13,3.2898
6647,34.16,-118.14,2.6217
6648,34.17,-118.14,2.7201
6649,34.16,-118.13,2.2095
6650,34.15,-118.13,2.8125
6651,34.15,-118.14,1.9923
6652,34.15,-118.14,0.8438
6653,34.16,-118.14,2.2174
6654,34.16,-118.12,2.8631
6655,34.16,-118.13,2.4817
6656,34.15,-118.13,2.6038
6657,34.15,-118.12,2.1763
6658,34.15,-118.12,3.0119
6659,34.15,-118.13,3.1875
6660,34.15,-118.13,2.5903
6661,34.17,-118.12,4.7098
6662,34.16,-118.13,4.0
6663,34.16,-118.13,3.6719
6664,34.16,-118.13,2.5664
6665,34.17,-118.09,4.3083
6666,34.16,-118.1,4.2386
6667,34.17,-118.1,3.4811
6668,34.17,-118.12,3.0417
6669,34.16,-118.11,5.4223
6670,34.16,-118.11,4.2065
6671,34.16,-118.11,3.4583
6672,34.15,-118.11,2.6172
6673,34.15,-118.11,3.6474
6674,34.15,-118.12,3.4167
6675,34.16,-118.12,5.0237
6676,34.16,-118.1,5.3272
6677,34.15,-118.1,3.0096
6678,34.15,-118.1,2.7431
6679,34.16,-118.08,4.5461
6680,34.15,-118.09,2.2321
6681,34.15,-118.09,3.5568
6682,34.15,-118.09,4.3452
6683,34.16,-118.09,5.0393
6684,34.16,-118.07,6.4761
6685,34.16,-118.07,4.2143
6686,34.15,-118.07,3.4087
6687,34.14,-118.07,3.375
6688,34.15,-118.08,0.4999
6689,34.14,-118.08,3.1729
6690,34.14,-118.08,6.1159
6691,34.13,-118.08,8.4546
6692,34.13,-118.08,7.4185
